"","ppg"
"4453",77.77707
"4454",77.42794
"4455",77.0959
"4456",76.788284
"4457",76.50996
"4458",76.263374
"4459",76.03876
"4460",75.83368
"4461",75.6408
"4462",75.457695
"4463",75.2868
"4464",75.16716
"4465",75.208664
"4466",75.59441
"4467",76.50019
"4468",77.977264
"4469",79.937744
"4470",82.15701
"4471",84.33967
"4472",86.18295
"4473",87.51354
"4474",88.28016
"4475",88.51942
"4476",88.29481
"4477",87.71374
"4478",86.89342
"4479",85.96323
"4480",85.02571
"4481",84.16144
"4482",83.39483
"4483",82.72343
"4484",82.1326
"4485",81.600365
"4486",81.1194
"4487",80.69215
"4488",80.3357
"4489",80.05493
"4490",79.84985
"4491",79.708244
"4492",79.61547
"4493",79.54711
"4494",79.483635
"4495",79.395744
"4496",79.26635
"4497",79.080795
"4498",78.84642
"4499",78.56565
"4500",78.24338
"4501",77.90158
"4502",77.54513
"4503",77.18379
"4504",76.82979
"4505",76.50019
"4506",76.207214
"4507",75.95575
"4508",75.74822
"4509",75.57488
"4510",75.4284
"4511",75.284355
"4512",75.14519
"4513",75.001144
"4514",74.8571
"4515",74.74235
"4516",74.75212
"4517",75.054855
"4518",75.8288
"4519",77.16914
"4520",79.01488
"4521",81.18288
"4522",83.38262
"4523",85.30648
"4524",86.7396
"4525",87.603874
"4526",87.91638
"4527",87.74059
"4528",87.186386
"4529",86.37339
"4530",85.42855
"4531",84.4593
"4532",83.55108
"4533",82.75029
"4534",82.06424
"4535",81.48318
"4536",80.98512
"4537",80.55787
"4538",80.184326
"4539",79.88403
"4540",79.656975
"4541",79.51049
"4542",79.4226
"4543",79.381096
"4544",79.35424
"4545",79.327385
"4546",79.26879
"4547",79.17601
"4548",79.03929
"4549",78.86107
"4550",78.63401
"4551",78.37034
"4552",78.07004
"4553",77.74288
"4554",77.401085
"4555",77.05928
"4556",76.73945
"4557",76.44892
"4558",76.19989
"4559",75.99481
"4560",75.83124
"4561",75.699394
"4562",75.58953
"4563",75.491875
"4564",75.3991
"4565",75.30389
"4566",75.22087
"4567",75.18913
"4568",75.32586
"4569",75.81171
"4570",76.79561
"4571",78.3093
"4572",80.25025
"4573",82.391396
"4574",84.43244
"4575",86.09506
"4576",87.22789
"4577",87.79431
"4578",87.84802
"4579",87.46227
"4580",86.75426
"4581",85.841156
"4582",84.84505
"4583",83.861145
"4584",82.95781
"4585",82.15701
"4586",81.46609
"4587",80.88991
"4588",80.42115
"4589",80.06958
"4590",79.83276
"4591",79.710686
"4592",79.68627
"4593",79.72045
"4594",79.77173
"4595",79.818115
"4596",79.83032
"4597",79.781494
"4598",79.66186
"4599",79.47143
"4600",79.217514
"4601",78.9099
"4602",78.56565
"4603",78.204315
"4604",77.840546
"4605",77.48165
"4606",77.13985
"4607",76.824905
"4608",76.53681
"4609",76.27802
"4610",76.04364
"4611",75.826355
"4612",75.6115
"4613",75.40154
"4614",75.20134
"4615",75.037766
"4616",75.00603
"4617",75.2868
"4618",76.04364
"4619",77.35226
"4620",79.151596
"4621",81.24635
"4622",83.34844
"4623",85.16243
"4624",86.49058
"4625",87.259636
"4626",87.49157
"4627",87.257195
"4628",86.66392
"4629",85.838715
"4630",84.90364
"4631",83.963684
"4632",83.089645
"4633",82.31083
"4634",81.634544
"4635",81.05104
"4636",80.550545
"4637",80.14038
"4638",79.82544
"4639",79.61303
"4640",79.49828
"4641",79.45922
"4642",79.4641
"4643",79.48119
"4644",79.47875
"4645",79.43969
"4646",79.34692
"4647",79.18822
"4648",78.96605
"4649",78.68284
"4650",78.35569
"4651",77.994354
"4652",77.62081
"4653",77.24727
"4654",76.893265
"4655",76.57343
"4656",76.29511
"4657",76.05829
"4658",75.862976
"4659",75.69451
"4660",75.545586
"4661",75.40887
"4662",75.27947
"4663",75.15495
"4664",75.04021
"4665",74.95232
"4666",74.9572
"4667",75.22087
"4668",75.93378
"4669",77.21553
"4670",79.044174
"4671",81.25857
"4672",83.577934
"4673",85.677574
"4674",87.310905
"4675",88.36561
"4676",88.831924
"4677",88.77089
"4678",88.2826
"4679",87.501335
"4680",86.56382
"4681",85.59457
"4682",84.68635
"4683",83.88556
"4684",83.19707
"4685",82.6038
"4686",82.08133
"4687",81.61013
"4688",81.18776
"4689",80.82399
"4690",80.53101
"4691",80.31129
"4692",80.164795
"4693",80.06958
"4694",79.99878
"4695",79.93042
"4696",79.83765
"4697",79.70092
"4698",79.51293
"4699",79.26879
"4700",78.96849
"4701",78.626686
"4702",78.25315
"4703",77.855194
"4704",77.454796
"4705",77.06172
"4706",76.697945
"4707",76.368355
"4708",76.09003
"4709",75.862976
"4710",75.68963
"4711",75.55535
"4712",75.45281
"4713",75.36736
"4714",75.2868
"4715",75.20378
"4716",75.11589
"4717",75.04265
"4718",75.04021
"4719",75.25994
"4720",75.88495
"4721",77.0544
"4722",78.77074
"4723",80.88991
"4724",83.158005
"4725",85.25033
"4726",86.905624
"4727",87.98718
"4728",88.47791
"4729",88.429085
"4730",87.94568
"4731",87.15465
"4732",86.185394
"4733",85.172195
"4734",84.210266
"4735",83.35821
"4736",82.62821
"4737",82.00076
"4738",81.446556
"4739",80.9485
"4740",80.49683
"4741",80.096436
"4742",79.764404
"4743",79.51049
"4744",79.32983
"4745",79.20531
"4746",79.114975
"4747",79.03929
"4748",78.9514
"4749",78.83421
"4750",78.675514
"4751",78.470436
"4752",78.21896
"4753",77.91867
"4754",77.58419
"4755",77.22774
"4756",76.86153
"4757",76.50263
"4758",76.16815
"4759",75.87274
"4760",75.61883
"4761",75.406425
"4762",75.23308
"4763",75.089035
"4764",74.96452
"4765",74.85222
"4766",74.75212
"4767",74.666664
"4768",74.60563
"4769",74.634926
"4770",74.89128
"4771",75.55291
"4772",76.73701
"4773",78.43137
"4774",80.48707
"4775",82.64286
"4776",84.593575
"4777",86.0853
"4778",87.00328
"4779",87.34997
"4780",87.19127
"4781",86.62974
"4782",85.79477
"4783",84.823074
"4784",83.824524
"4785",82.88945
"4786",82.06668
"4787",81.37087
"4788",80.78493
"4789",80.306404
"4790",79.920654
"4791",79.62524
"4792",79.415276
"4793",79.29565
"4794",79.25414
"4795",79.26879
"4796",79.31274
"4797",79.3518
"4798",79.36645
"4799",79.32494
"4800",79.219955
"4801",79.05394
"4802",78.82933
"4803",78.56077
"4804",78.26292
"4805",77.94797
"4806",77.628136
"4807",77.32052
"4808",77.02266
"4809",76.74189
"4810",76.4831
"4811",76.24628
"4812",76.033875
"4813",75.843445
"4814",75.667656
"4815",75.4992
"4816",75.3576
"4817",75.29412
"4818",75.45525
"4819",76.0119
"4820",77.07881
"4821",78.63157
"4822",80.52369
"4823",82.49149
"4824",84.23956
"4825",85.53597
"4826",86.2855
"4827",86.505226
"4828",86.258644
"4829",85.65804
"4830",84.82796
"4831",83.888
"4832",82.9456
"4833",82.08377
"4834",81.339134
"4835",80.71412
"4836",80.201416
"4837",79.783936
"4838",79.45922
"4839",79.22728
"4840",79.093
"4841",79.04906
"4842",79.08324
"4843",79.16136
"4844",79.24681
"4845",79.30541
"4846",79.32006
"4847",79.273674
"4848",79.15892
"4849",78.98558
"4850",78.76341
"4851",78.502174
"4852",78.21408
"4853",77.91379
"4854",77.61593
"4855",77.330284
"4856",77.07393
"4857",76.85664
"4858",76.67353
"4859",76.52216
"4860",76.39033
"4861",76.26826
"4862",76.15106
"4863",76.033875
"4864",75.92157
"4865",75.83368
"4866",75.85321
"4867",76.12909
"4868",76.83223
"4869",78.04562
"4870",79.710686
"4871",81.651634
"4872",83.595024
"4873",85.24544
"4874",86.40757
"4875",87.01549
"4876",87.10338
"4877",86.7567
"4878",86.09262
"4879",85.23811
"4880",84.32746
"4881",83.458305
"4882",82.69901
"4883",82.07156
"4884",81.56374
"4885",81.15602
"4886",80.82155
"4887",80.550545
"4888",80.3357
"4889",80.181885
"4890",80.08423
"4891",80.03296
"4892",80.01343
"4893",80.00366
"4894",79.98901
"4895",79.94995
"4896",79.871826
"4897",79.744865
"4898",79.569084
"4899",79.3518
"4900",79.097885
"4901",78.81712
"4902",78.52903
"4903",78.23605
"4904",77.95773
"4905",77.696495
"4906",77.467
"4907",77.26681
"4908",77.100784
"4909",76.964066
"4910",76.86153
"4911",76.7834
"4912",76.7248
"4913",76.67597
"4914",76.63203
"4915",76.5832
"4916",76.53193
"4917",76.48798
"4918",76.50507
"4919",76.70527
"4920",77.24727
"4921",78.24582
"4922",79.693596
"4923",81.45876
"4924",83.31182
"4925",84.96712
"4926",86.1976
"4927",86.89586
"4928",87.07652
"4929",86.81529
"4930",86.21469
"4931",85.41146
"4932",84.5301
"4933",83.67803
"4934",82.92851
"4935",82.31815
"4936",81.84207
"4937",81.47097
"4938",81.16823
"4939",80.907
"4940",80.67017
"4941",80.46998
"4942",80.31129
"4943",80.198975
"4944",80.12573
"4945",80.08423
"4946",80.05249
"4947",80.01099
"4948",79.94263
"4949",79.83276
"4950",79.676506
"4951",79.47631
"4952",79.24193
"4953",78.9807
"4954",78.70725
"4955",78.42649
"4956",78.14816
"4957",77.87961
"4958",77.625694
"4959",77.39132
"4960",77.18623
"4961",77.00801
"4962",76.859085
"4963",76.74433
"4964",76.66621
"4965",76.612495
"4966",76.578316
"4967",76.54902
"4968",76.5124
"4969",76.46357
"4970",76.40742
"4971",76.3415
"4972",76.282906
"4973",76.282906
"4974",76.473335
"4975",77.01289
"4976",78.00168
"4977",79.42504
"4978",81.14137
"4979",82.91142
"4980",84.4593
"4981",85.575035
"4982",86.17319
"4983",86.27329
"4984",85.9559
"4985",85.333336
"4986",84.525215
"4987",83.65362
"4988",82.81865
"4989",82.09354
"4990",81.51003
"4991",81.058365
"4992",80.71168
"4993",80.445564
"4994",80.23804
"4995",80.07202
"4996",79.95239
"4997",79.87671
"4998",79.84497
"4999",79.84009
"5000",79.84741
"5001",79.852295
"5002",79.84253
"5003",79.801025
"5004",79.71801
"5005",79.5935
"5006",79.42748
"5007",79.22484
"5008",78.99779
"5009",78.751205
"5010",78.49241
"5011",78.22873
"5012",77.97482
"5013",77.738
"5014",77.52804
"5015",77.3547
"5016",77.21797
"5017",77.117874
"5018",77.049515
"5019",77.00801
"5020",76.9836
"5021",76.96895
"5022",76.95186
"5023",76.929886
"5024",76.90059
"5025",76.86153
"5026",76.841995
"5027",76.91524
"5028",77.222855
"5029",77.908905
"5030",79.029526
"5031",80.52369
"5032",82.21805
"5033",83.861145
"5034",85.20149
"5035",86.07553
"5036",86.44663
"5037",86.363625
"5038",85.91196
"5039",85.20393
"5040",84.35676
"5041",83.48516
"5042",82.67704
"5043",81.98123
"5044",81.42214
"5045",80.98024
"5046",80.635994
"5047",80.37232
"5048",80.17944
"5049",80.05493
"5050",79.99878
"5051",79.99878
"5052",80.03784
"5053",80.09155
"5054",80.13306
"5055",80.14038
"5056",80.09888
"5057",80.00366
"5058",79.84985
"5059",79.64721
"5060",79.40551
"5061",79.14183
"5062",78.86595
"5063",78.59251
"5064",78.331276
"5065",78.08957
"5066",77.86984
"5067",77.67696
"5068",77.50851
"5069",77.35958
"5070",77.22774
"5071",77.11299
"5072",77.01045
"5073",76.91524
"5074",76.824905
"5075",76.74433
"5076",76.68574
"5077",76.73945
"5078",77.04463
"5079",77.74288
"5080",78.890366
"5081",80.42115
"5082",82.15457
"5083",83.83185
"5084",85.20393
"5085",86.11215
"5086",86.51255
"5087",86.45884
"5088",86.031586
"5089",85.347984
"5090",84.52033
"5091",83.6585
"5092",82.85527
"5093",82.16678
"5094",81.602806
"5095",81.15358
"5096",80.80202
"5097",80.51392
"5098",80.289314
"5099",80.12329
"5100",80.02319
"5101",79.98901
"5102",80.008545
"5103",80.05493
"5104",80.09888
"5105",80.11597
"5106",80.08667
"5107",79.99878
"5108",79.84985
"5109",79.64965
"5110",79.41772
"5111",79.15648
"5112",78.87816
"5113",78.59739
"5114",78.31663
"5115",78.04562
"5116",77.7966
"5117",77.576866
"5118",77.39132
"5119",77.239944
"5120",77.117874
"5121",77.0251
"5122",76.9543
"5123",76.89815
"5124",76.85176
"5125",76.805374
"5126",76.756546
"5127",76.70283
"5128",76.64912
"5129",76.61494
"5130",76.700386
"5131",77.06172
"5132",77.855194
"5133",79.132065
"5134",80.816666
"5135",82.71366
"5136",84.542305
"5137",86.03403
"5138",87.02281
"5139",87.47936
"5140",87.450066
"5141",87.02525
"5142",86.31724
"5143",85.45785
"5144",84.56428
"5145",83.734184
"5146",83.03105
"5147",82.476845
"5148",82.054474
"5149",81.72976
"5150",81.46609
"5151",81.234146
"5152",81.02663
"5153",80.850845
"5154",80.71168
"5155",80.61646
"5156",80.55543
"5157",80.516365
"5158",80.4773
"5159",80.41871
"5160",80.33082
"5161",80.198975
"5162",80.01587
"5163",79.79126
"5164",79.52758
"5165",79.237045
"5166",78.93187
"5167",78.6218
"5168",78.31907
"5169",78.028534
"5170",77.75754
"5171",77.503624
"5172",77.279015
"5173",77.083694
"5174",76.92012
"5175",76.790726
"5176",76.69306
"5177",76.627144
"5178",76.592964
"5179",76.58076
"5180",76.58076
"5181",76.5832
"5182",76.57099
"5183",76.541695
"5184",76.48798
"5185",76.41474
"5186",76.368355
"5187",76.47822
"5188",76.929886
"5189",77.872284
"5190",79.327385
"5191",81.17311
"5192",83.16777
"5193",85.00862
"5194",86.44175
"5195",87.33532
"5196",87.68688
"5197",87.555046
"5198",87.0399
"5199",86.25376
"5200",85.32845
"5201",84.37873
"5202",83.50713
"5203",82.76982
"5204",82.18143
"5205",81.722435
"5206",81.36355
"5207",81.075455
"5208",80.831314
"5209",80.62867
"5210",80.46998
"5211",80.35523
"5212",80.27711
"5213",80.22339
"5214",80.181885
"5215",80.14038
"5216",80.076904
"5217",79.97925
"5218",79.84009
"5219",79.65942
"5220",79.43969
"5221",79.183334
"5222",78.90013
"5223",78.590065
"5224",78.260475
"5225",77.925995
"5226",77.593956
"5227",77.281456
"5228",77.00069
"5229",76.756546
"5230",76.5539
"5231",76.39277
"5232",76.27558
"5233",76.20233
"5234",76.16327
"5235",76.14618
"5236",76.14374
"5237",76.13641
"5238",76.11688
"5239",76.07294
"5240",76.02167
"5241",75.999695
"5242",76.12421
"5243",76.575874
"5244",77.51827
"5245",78.98314
"5246",80.86061
"5247",82.92119
"5248",84.857254
"5249",86.400246
"5250",87.398796
"5251",87.835815
"5252",87.75769
"5253",87.26452
"5254",86.47105
"5255",85.50179
"5256",84.48127
"5257",83.50713
"5258",82.650185
"5259",81.934845
"5260",81.358665
"5261",80.90456
"5262",80.56275
"5263",80.31129
"5264",80.147705
"5265",80.06714
"5266",80.05493
"5267",80.08911
"5268",80.14526
"5269",80.18921
"5270",80.19409
"5271",80.147705
"5272",80.042725
"5273",79.87671
"5274",79.64965
"5275",79.37621
"5276",79.061264
"5277",78.7219
"5278",78.3679
"5279",78.011444
"5280",77.6672
"5281",77.34249
"5282",77.04707
"5283",76.7834
"5284",76.55146
"5285",76.34882
"5286",76.16571
"5287",75.999695
"5288",75.843445
"5289",75.69207
"5290",75.55535
"5291",75.48211
"5292",75.613945
"5293",76.1535
"5294",77.242386
"5295",78.8806
"5296",80.91676
"5297",83.07744
"5298",85.03792
"5299",86.539406
"5300",87.45983
"5301",87.818726
"5302",87.67956
"5303",87.14244
"5304",86.327
"5305",85.35775
"5306",84.349434
"5307",83.39971
"5308",82.55985
"5309",81.85184
"5310",81.27322
"5311",80.797134
"5312",80.413826
"5313",80.113525
"5314",79.89868
"5315",79.77173
"5316",79.72045
"5317",79.725334
"5318",79.764404
"5319",79.801025
"5320",79.80591
"5321",79.764404
"5322",79.656975
"5323",79.47631
"5324",79.22972
"5325",78.92943
"5326",78.590065
"5327",78.23117
"5328",77.857635
"5329",77.49142
"5330",77.13985
"5331",76.8127
"5332",76.52216
"5333",76.26826
"5334",76.0412
"5335",75.841
"5336",75.65545
"5337",75.47967
"5338",75.31121
"5339",75.15495
"5340",75.028
"5341",75.018234
"5342",75.32342
"5343",76.14618
"5344",77.58175
"5345",79.55932
"5346",81.8616
"5347",84.159
"5348",86.11948
"5349",87.51598
"5350",88.292366
"5351",88.499886
"5352",88.22156
"5353",87.56237
"5354",86.64927
"5355",85.6141
"5356",84.57404
"5357",83.61944
"5358",82.794235
"5359",82.11551
"5360",81.56374
"5361",81.112076
"5362",80.73365
"5363",80.42603
"5364",80.184326
"5365",80.0061
"5366",79.89136
"5367",79.82544
"5368",79.783936
"5369",79.73754
"5370",79.67162
"5371",79.56176
"5372",79.398186
"5373",79.17845
"5374",78.91478
"5375",78.607155
"5376",78.2678
"5377",77.908905
"5378",77.540245
"5379",77.1667
"5380",76.805374
"5381",76.46845
"5382",76.16083
"5383",75.89227
"5384",75.665215
"5385",75.4699
"5386",75.29656
"5387",75.13542
"5388",74.98161
"5389",74.83269
"5390",74.70573
"5391",74.669106
"5392",74.90105
"5393",75.62859
"5394",76.98604
"5395",78.92943
"5396",81.26589
"5397",83.67559
"5398",85.79721
"5399",87.35729
"5400",88.27772
"5401",88.59998
"5402",88.40711
"5403",87.80896
"5404",86.93248
"5405",85.91196
"5406",84.86702
"5407",83.89044
"5408",83.035934
"5409",82.31571
"5410",81.71755
"5411",81.20973
"5412",80.7776
"5413",80.413826
"5414",80.128174
"5415",79.923096
"5416",79.80347
"5417",79.7522
"5418",79.73754
"5419",79.727776
"5420",79.69848
"5421",79.62524
"5422",79.4934
"5423",79.30297
"5424",79.0515
"5425",78.751205
"5426",78.4094
"5427",78.03586
"5428",77.64034
"5429",77.239944
"5430",76.83711
"5431",76.44892
"5432",76.09247
"5433",75.77753
"5434",75.511406
"5435",75.28924
"5436",75.106125
"5437",74.93767
"5438",74.776535
"5439",74.615395
"5440",74.4567
"5441",74.31754
"5442",74.285805
"5443",74.564125
"5444",75.37713
"5445",76.84688
"5446",78.91234
"5447",81.34646
"5448",83.80499
"5449",85.91928
"5450",87.43786
"5451",88.289925
"5452",88.52674
"5453",88.23865
"5454",87.53796
"5455",86.56382
"5456",85.452965
"5457",84.334785
"5458",83.29717
"5459",82.39384
"5460",81.636986
"5461",81.01442
"5462",80.50904
"5463",80.10864
"5464",79.80835
"5465",79.603264
"5466",79.49096
"5467",79.45434
"5468",79.4641
"5469",79.4934
"5470",79.50805
"5471",79.48852
"5472",79.4226
"5473",79.30053
"5474",79.1223
"5475",78.89281
"5476",78.61936
"5477",78.30198
"5478",77.95773
"5479",77.591515
"5480",77.22041
"5481",76.86153
"5482",76.524605
"5483",76.2121
"5484",75.93378
"5485",75.682304
"5486",75.45281
"5487",75.24284
"5488",75.054855
"5489",74.881516
"5490",74.7277
"5491",74.615395
"5492",74.666664
"5493",75.106125
"5494",76.13641
"5495",77.823456
"5496",80.04028
"5497",82.50858
"5498",84.859695
"5499",86.751816
"5500",87.99451
"5501",88.58045
"5502",88.587776
"5503",88.11902
"5504",87.293816
"5505",86.24399
"5506",85.09407
"5507",83.95392
"5508",82.89433
"5509",81.95926
"5510",81.16579
"5511",80.52125
"5512",80.03052
"5513",79.70092
"5514",79.53246
"5515",79.51049
"5516",79.60082
"5517",79.7522
"5518",79.91333
"5519",80.0354
"5520",80.08667
"5521",80.05005
"5522",79.920654
"5523",79.708244
"5524",79.42504
"5525",79.08568
"5526",78.709694
"5527",78.314186
"5528",77.908905
"5529",77.51095
"5530",77.134964
"5531",76.788284
"5532",76.47578
"5533",76.18524
"5534",75.914246
"5535",75.65545
"5536",75.39666
"5537",75.142746
"5538",74.90593
"5539",74.75212
"5540",74.8571
"5541",75.46258
"5542",76.72968
"5543",78.63401
"5544",80.9778
"5545",83.43389
"5546",85.62142
"5547",87.24742
"5548",88.20447
"5549",88.53651
"5550",88.33631
"5551",87.708855
"5552",86.783554
"5553",85.69222
"5554",84.56184
"5555",83.48028
"5556",82.511024
"5557",81.66628
"5558",80.96071
"5559",80.38453
"5560",79.937744
"5561",79.62524
"5562",79.44457
"5563",79.38598
"5564",79.4226
"5565",79.51049
"5566",79.605705
"5567",79.67162
"5568",79.674065
"5569",79.59838
"5570",79.432365
"5571",79.183334
"5572",78.870834
"5573",78.51682
"5574",78.133514
"5575",77.738
"5576",77.34493
"5577",76.96651
"5578",76.61738
"5579",76.299995
"5580",76.01434
"5581",75.755554
"5582",75.51629
"5583",75.284355
"5584",75.0573
"5585",74.83757
"5586",74.64225
"5587",74.55436
"5588",74.776535
"5589",75.54803
"5590",77.00557
"5591",79.08812
"5592",81.57351
"5593",84.10773
"5594",86.30747
"5595",87.90662
"5596",88.82948
"5597",89.12489
"5598",88.88075
"5599",88.216675
"5600",87.26696
"5601",86.17807
"5602",85.07942
"5603",84.06378
"5604",83.17998
"5605",82.43534
"5606",81.812775
"5607",81.29275
"5608",80.86549
"5609",80.52613
"5610",80.27955
"5611",80.12085
"5612",80.042725
"5613",80.01099
"5614",80.00122
"5615",79.97681
"5616",79.91333
"5617",79.79614
"5618",79.61791
"5619",79.37621
"5620",79.078354
"5621",78.73655
"5622",78.35569
"5623",77.95529
"5624",77.54513
"5625",77.13985
"5626",76.754105
"5627",76.402534
"5628",76.09003
"5629",75.82391
"5630",75.60662
"5631",75.43816
"5632",75.31121
"5633",75.20622
"5634",75.11345
"5635",75.020676
"5636",74.915695
"5637",74.810715
"5638",74.74235
"5639",74.844894
"5640",75.34295
"5641",76.44404
"5642",78.19699
"5643",80.479744
"5644",83.0164
"5645",85.4432
"5646",87.413445
"5647",88.741585
"5648",89.40566
"5649",89.47646
"5650",89.05653
"5651",88.27772
"5652",87.27184
"5653",86.18051
"5654",85.120926
"5655",84.173645
"5656",83.36309
"5657",82.68925
"5658",82.13016
"5659",81.65652
"5660",81.248795
"5661",80.902115
"5662",80.62379
"5663",80.41871
"5664",80.274666
"5665",80.16968
"5666",80.08667
"5667",80.00122
"5668",79.888916
"5669",79.73266
"5670",79.53002
"5671",79.281
"5672",78.98802
"5673",78.65354
"5674",78.28489
"5675",77.89426
"5676",77.486534
"5677",77.069046
"5678",76.65644
"5679",76.25849
"5680",75.88495
"5681",75.53582
"5682",75.21843
"5683",74.94499
"5684",74.72282
"5685",74.55192
"5686",74.43473
"5687",74.371254
"5688",74.34928
"5689",74.35172
"5690",74.36393
"5691",74.36881
"5692",74.356606
"5693",74.319984
"5694",74.26383
"5695",74.25651
"5696",74.47379
"5697",75.18425
"5698",76.57099
"5699",78.626686
"5700",81.15846
"5701",83.83185
"5702",86.24399
"5703",88.07263
"5704",89.195694
"5705",89.6498
"5706",89.532616
"5707",88.94911
"5708",88.03113
"5709",86.92027
"5710",85.750824
"5711",84.630196
"5712",83.63409
"5713",82.794235
"5714",82.11063
"5715",81.566185
"5716",81.14137
"5717",80.82155
"5718",80.59693
"5719",80.462654
"5720",80.394295
"5721",80.37232
"5722",80.36988
"5723",80.360115
"5724",80.32838
"5725",80.257576
"5726",80.13306
"5727",79.954834
"5728",79.71557
"5729",79.42748
"5730",79.08812
"5731",78.712135
"5732",78.30442
"5733",77.88205
"5734",77.454796
"5735",77.04463
"5736",76.663765
"5737",76.32929
"5738",76.0412
"5739",75.79706
"5740",75.58953
"5741",75.403984
"5742",75.23552
"5743",75.07683
"5744",74.93034
"5745",74.79607
"5746",74.703285
"5747",74.78386
"5748",75.2575
"5749",76.32929
"5750",78.05295
"5751",80.30152
"5752",82.794235
"5753",85.16243
"5754",87.061874
"5755",88.309456
"5756",88.90028
"5757",88.90761
"5758",88.43641
"5759",87.603874
"5760",86.54185
"5761",85.37484
"5762",84.21515
"5763",83.13847
"5764",82.18387
"5765",81.36111
"5766",80.6775
"5767",80.13306
"5768",79.73754
"5769",79.500725
"5770",79.412834
"5771",79.4519
"5772",79.569084
"5773",79.708244
"5774",79.823
"5775",79.871826
"5776",79.84009
"5777",79.71313
"5778",79.49828
"5779",79.20531
"5780",78.853745
"5781",78.45579
"5782",78.028534
"5783",77.58419
"5784",77.13985
"5785",76.71259
"5786",76.317085
"5787",75.96307
"5788",75.6408
"5789",75.352715
"5790",75.08415
"5791",74.82292
"5792",74.57389
"5793",74.33219
"5794",74.12222
"5795",74.0441
"5796",74.32975
"5797",75.228195
"5798",76.85176
"5799",79.11009
"5800",81.739525
"5801",84.349434
"5802",86.54917
"5803",88.08484
"5804",88.91005
"5805",89.10536
"5806",88.77089
"5807",88.02136
"5808",86.993515
"5809",85.81918
"5810",84.62287
"5811",83.492485
"5812",82.48173
"5813",81.61013
"5814",80.88014
"5815",80.291756
"5816",79.84497
"5817",79.53979
"5818",79.381096
"5819",79.34936
"5820",79.415276
"5821",79.52514
"5822",79.635
"5823",79.70336
"5824",79.70092
"5825",79.60815
"5826",79.42748
"5827",79.1638
"5828",78.82445
"5829",78.433815
"5830",78.00656
"5831",77.55001
"5832",77.08858
"5833",76.64179
"5834",76.21698
"5835",75.826355
"5836",75.48211
"5837",75.18669
"5838",74.932785
"5839",74.71061
"5840",74.50797
"5841",74.31754
"5842",74.12955
"5843",73.95621
"5844",73.83658
"5845",73.94156
"5846",74.54459
"5847",75.877625
"5848",77.9675
"5849",80.62379
"5850",83.49737
"5851",86.14877
"5852",88.20447
"5853",89.498436
"5854",90.072174
"5855",90.037994
"5856",89.515526
"5857",88.63172
"5858",87.52819
"5859",86.34409
"5860",85.189285
"5861",84.14191
"5862",83.23857
"5863",82.47929
"5864",81.84451
"5865",81.3196
"5866",80.89967
"5867",80.57496
"5868",80.35279
"5869",80.22095
"5870",80.16235
"5871",80.14526
"5872",80.13794
"5873",80.10864
"5874",80.025635
"5875",79.88159
"5876",79.6643
"5877",79.38598
"5878",79.0515
"5879",78.66575
"5880",78.23605
"5881",77.77707
"5882",77.30343
"5883",76.824905
"5884",76.3708
"5885",75.95331
"5886",75.58221
"5887",75.26238
"5888",74.99382
"5889",74.77409
"5890",74.58854
"5891",74.42741
"5892",74.27848
"5893",74.13199
"5894",73.987946
"5895",73.87808
"5896",73.92935
"5897",74.38834
"5898",75.51629
"5899",77.39132
"5900",79.886475
"5901",82.69413
"5902",85.40414
"5903",87.61364
"5904",89.10048
"5905",89.85977
"5906",89.98428
"5907",89.59365
"5908",88.80751
"5909",87.765015
"5910",86.60288
"5911",85.43343
"5912",84.351875
"5913",83.39727
"5914",82.58915
"5915",81.91531
"5916",81.36355
"5917",80.91188
"5918",80.56519
"5919",80.31617
"5920",80.15991
"5921",80.079346
"5922",80.042725
"5923",80.01831
"5924",79.974365
"5925",79.886475
"5926",79.73998
"5927",79.53246
"5928",79.256584
"5929",78.922104
"5930",78.538795
"5931",78.116425
"5932",77.659874
"5933",77.18623
"5934",76.70283
"5935",76.224304
"5936",75.76288
"5937",75.34051
"5938",74.96208
"5939",74.63981
"5940",74.36393
"5941",74.13199
"5942",73.92935
"5943",73.741356
"5944",73.55581
"5945",73.37759
"5946",73.214005
"5947",73.13588
"5948",73.34585
"5949",74.124664
"5950",75.67742
"5951",77.977264
"5952",80.782486
"5953",83.700005
"5954",86.2855
"5955",88.20203
"5956",89.32998
"5957",89.74746
"5958",89.579
"5959",88.94911
"5960",87.989624
"5961",86.82994
"5962",85.609215
"5963",84.43244
"5964",83.370415
"5965",82.45243
"5966",81.685814
"5967",81.05592
"5968",80.56031
"5969",80.18921
"5970",79.94507
"5971",79.82788
"5972",79.815674
"5973",79.86694
"5974",79.94507
"5975",80.008545
"5976",80.025635
"5977",79.971924
"5978",79.84497
"5979",79.639885
"5980",79.35912
"5981",79.01976
"5982",78.626686
"5983",78.19943
"5984",77.75021
"5985",77.296104
"5986",76.84688
"5987",76.42451
"5988",76.03143
"5989",75.67742
"5990",75.3576
"5991",75.071945
"5992",74.813156
"5993",74.57633
"5994",74.356606
"5995",74.15152
"5996",73.98062
"5997",73.93179
"5998",74.22232
"5999",75.11833
"6000",76.771194
"6001",79.097885
"6002",81.82254
"6003",84.542305
"6004",86.84215
"6005",88.43885
"6006",89.27627
"6007",89.45693
"6008",89.10292
