"","ppg","time"
"1",82.65751,639.4993
"2",82.00809,639.51263
"3",81.26833,639.52594
"4",80.4773,639.53925
"5",79.674065,639.55255
"6",78.907455,639.56586
"7",78.204315,639.57916
"8",77.58175,639.59247
"9",77.03487,639.6058
"10",76.56611,639.6191
"11",76.17059,639.6324
"12",75.85809,639.6457
"13",75.62615,639.659
"14",75.47234,639.6723
"15",75.38201,639.6856
"16",75.335625,639.6989
"17",75.31121,639.7122
"18",75.301445,639.7255
"19",75.30877,639.73883
"20",75.35027,639.75214
"21",75.48943,639.76544
"22",75.82391,639.77875
"23",76.453804,639.79205
"24",77.43038,639.80536
"25",78.71702,639.81866
"26",80.17944,639.832
"27",81.619896,639.8453
"28",82.82597,639.8586
"29",83.66094,639.8719
"30",84.07599,639.8852
"31",84.11505,639.8985
"32",83.878235,639.9118
"33",83.48028,639.9251
"34",83.02617,639.9384
"35",82.598915,639.9517
"36",82.24002,639.965
"37",81.94461,639.97833
"38",81.6907,639.99164
"39",81.449,640.00494
"40",81.19997,640.01825
"41",80.95094,640.03156
"42",80.71656,640.04486
"43",80.51881,640.05817
"44",80.36256,640.0715
"45",80.24292,640.0848
"46",80.14038,640.0981
"47",80.03052,640.1114
"48",79.89624,640.1247
"49",79.727776,640.138
"50",79.52514,640.1513
"51",79.27856,640.1646
"52",78.98314,640.1779
"53",78.65598,640.1912
"54",78.311745,640.2045
"55",77.9675,640.21783
"56",77.64034,640.23114
"57",77.349815,640.24445
"58",77.103226,640.25775
"59",76.90059,640.27106
"60",76.74189,640.28436
"61",76.6247,640.29767
"62",76.5539,640.311
"63",76.507515,640.3243
"64",76.473335,640.3376
"65",76.44404,640.3509
"66",76.404976,640.3642
"67",76.35615,640.3775
"68",76.30244,640.3908
"69",76.26093,640.4041
"70",76.29511,640.4174
"71",76.50507,640.4307
"72",77.00801,640.44403
"73",77.855194,640.45734
"74",79.01488,640.47064
"75",80.34058,640.48395
"76",81.62478,640.49725
"77",82.652626,640.51056
"78",83.299614,640.52386
"79",83.543755,640.5372
"80",83.458305,640.5505
"81",83.158005,640.5638
"82",82.774704,640.5771
"83",82.40116,640.5904
"84",82.10086,640.6037
"85",81.8909,640.617
"86",81.77127,640.6303
"87",81.71023,640.6436
"88",81.67849,640.6569
"89",81.64919,640.6702
"90",81.600365,640.68353
"91",81.50759,640.69684
"92",81.36111,640.71014
"93",81.15602,640.72345
"94",80.93141,640.73676
"95",80.719,640.75006
"96",80.5481,640.76337
"97",80.430916,640.7767
"98",80.35035,640.79
"99",80.26002,640.8033
"100",80.13306,640.8166
"101",79.95972,640.8299
"102",79.76196,640.8432
"103",79.554436,640.8565
"104",79.35668,640.8698
"105",79.17113,640.8831
"106",78.995346,640.8964
"107",78.81712,640.9097
"108",78.62913,640.92303
"109",78.433815,640.93634
"110",78.23117,640.94965
"111",78.02609,640.96295
"112",77.823456,640.97626
"113",77.6379,640.98956
"114",77.47677,641.00287
"115",77.34249,641.0162
"116",77.23262,641.0295
"117",77.154495,641.0428
"118",77.117874,641.0561
"119",77.16914,641.0694
"120",77.39132,641.0827
"121",77.89914,641.096
"122",78.75853,641.1093
"123",79.94995,641.1226
"124",81.35378,641.1359
"125",82.77226,641.14923
"126",83.97833,641.16254
"127",84.81087,641.17584
"128",85.22102,641.18915
"129",85.25765,641.20245
"130",85.015945,641.21576
"131",84.60578,641.22906
"132",84.1297,641.2424
"133",83.648735,641.2557
"134",83.1873,641.269
"135",82.75517,641.2823
"136",82.34501,641.2956
"137",81.94217,641.3089
"138",81.54421,641.3222
"139",81.15846,641.3355
"140",80.80934,641.3488
"141",80.52369,641.3621
"142",80.308846,641.3754
"143",80.15991,641.38873
"144",80.05737,641.40204
"145",79.974365,641.41534
"146",79.88159,641.42865
"147",79.75708,641.44196
"148",79.59594,641.45526
"149",79.40063,641.46857
"150",79.17113,641.4819
"151",78.91966,641.4952
"152",78.65354,641.5085
"153",78.382545,641.5218
"154",78.11154,641.5351
"155",77.85031,641.5484
"156",77.61593,641.5617
"157",77.42794,641.575
"158",77.27657,641.5883
"159",77.16426,641.6016
"160",77.083694,641.6149
"161",77.02754,641.62823
"162",76.9836,641.64154
"163",76.9543,641.65485
"164",76.93721,641.66815
"165",76.929886,641.68146
"166",76.92012,641.69476
"167",76.90791,641.70807
"168",76.876175,641.7214
"169",76.824905,641.7347
"170",76.756546,641.748
"171",76.700386,641.7613
"172",76.7248,641.7746
"173",76.9543,641.7879
"174",77.523155,641.8012
"175",78.502174,641.8145
"176",79.85962,641.8278
"177",81.43679,641.8411
"178",83.0164,641.85443
"179",84.349434,641.86774
"180",85.27474,641.88104
"181",85.73861,641.89435
"182",85.79477,641.90765
"183",85.5433,641.92096
"184",85.10628,641.93427
"185",84.58869,641.9476
"186",84.071106,641.9609
"187",83.59258,641.9742
"188",83.160446,641.9875
"189",82.760056,642.0008
"190",82.371864,642.0141
"191",81.98367,642.0274
"192",81.61257,642.0407
"193",81.27566,642.054
"194",81.004654,642.0673
"195",80.80934,642.0806
"196",80.68482,642.09393
"197",80.6067,642.10724
"198",80.54078,642.12054
"199",80.45777,642.13385
"200",80.33814,642.14716
"201",80.17944,642.16046
"202",79.97681,642.17377
"203",79.73998,642.1871
"204",79.48119,642.2004
"205",79.21019,642.2137
"206",78.93431,642.227
"207",78.66819,642.2403
"208",78.42161,642.2536
"209",78.19943,642.2669
"210",78.00412,642.2802
