"","ppg","time"
"1",76.0412,915.58496
"2",76.19501,915.59814
"3",76.734566,915.6113
"4",77.81125,915.6245
"5",79.429924,915.6377
"6",81.444115,915.6509
"7",83.59258,915.66406
"8",85.56283,915.67725
"9",87.096054,915.6904
"10",88.07019,915.7036
"11",88.50477,915.7168
"12",88.48768,915.73
"13",88.1239,915.74316
"14",87.53063,915.75635
"15",86.81773,915.76953
"16",86.07065,915.7827
"17",85.35775,915.7959
"18",84.70344,915.8091
"19",84.11749,915.82227
"20",83.5877,915.83545
"21",83.10918,915.84863
"22",82.686806,915.8618
"23",82.33524,915.875
"24",82.074005,915.8882
"25",81.91043,915.90137
"26",81.829865,915.91455
"27",81.80789,915.92773
"28",81.795685,915.9409
"29",81.75662,915.9541
"30",81.6614,915.9673
"31",81.495384,915.98047
"32",81.24635,915.99365
"33",80.92653,916.00684
"34",80.5481,916.02
"35",80.130615,916.0332
"36",79.693596,916.0464
"37",79.259026,916.0596
"38",78.84154,916.07275
"39",78.450905,916.08594
"40",78.09201,916.0991
"41",77.77707,916.1123
"42",77.50118,916.1255
"43",77.26925,916.1387
"44",77.083694,916.15186
"45",76.94209,916.16504
"46",76.839554,916.1782
"47",76.76631,916.1914
"48",76.717476,916.2046
"49",76.680855,916.2178
"50",76.64912,916.23096
"51",76.61494,916.24414
"52",76.57343,916.2573
"53",76.524605,916.2705
"54",76.46601,916.2837
"55",76.404976,916.2969
"56",76.33662,916.31006
"57",76.263374,916.32324
"58",76.175476,916.3364
"59",76.07538,916.3496
"60",75.95575,916.3628
"61",75.81903,916.376
"62",75.69451,916.38916
"63",75.65301,916.40234
"64",75.83368,916.4155
"65",76.4123,916.4287
"66",77.51095,916.4419
"67",79.12474,916.4551
"68",81.09743,916.46826
"69",83.17021,916.48145
"70",85.0428,916.4946
"71",86.48081,916.5078
"72",87.37194,916.521
"73",87.73327,916.5342
"74",87.65514,916.54736
"75",87.24742,916.56055
"76",86.624855,916.5737
"77",85.88754,916.5869
"78",85.13313,916.6001
"79",84.41779,916.6133
"80",83.76837,916.62646
"81",83.1873,916.63965
"82",82.66483,916.65283
"83",82.196075,916.666
"84",81.79324,916.6792
"85",81.47097,916.6924
"86",81.24635,916.70557
"87",81.12428,916.71875
"88",81.08278,916.73193
"89",81.08278,916.7451
"90",81.08522,916.7583
"91",81.05348,916.7715
"92",80.955826,916.78467
"93",80.780045,916.79785
"94",80.51881,916.81104
"95",80.17944,916.8242
"96",79.78638,916.8374
"97",79.364006,916.8506
"98",78.941635,916.8638
"99",78.52903,916.87695
"100",78.14816,916.89014
"101",77.80148,916.9033
"102",77.49142,916.9165
"103",77.222855,916.9297
"104",76.998245,916.9429
"105",76.822464,916.95605
"106",76.68574,916.96924
"107",76.592964,916.9824
"108",76.53193,916.9956
"109",76.490425,917.0088
"110",76.46113,917.022
"111",76.439156,917.03516
"112",76.422066,917.04834
"113",76.402534,917.0615
"114",76.37568,917.0747
"115",76.3415,917.0879
"116",76.30244,917.1011
"117",76.25605,917.11426
"118",76.20477,917.12744
"119",76.15106,917.1406
"120",76.09003,917.1538
"121",76.019226,917.167
"122",75.93378,917.1802
"123",75.83612,917.19336
"124",75.7409,917.20654
"125",75.69451,917.2197
"126",75.7995,917.2329
"127",76.21698,917.2461
"128",77.08858,917.2593
"129",78.45823,917.27246
"130",80.22827,917.28564
"131",82.178986,917.2988
"132",84.03204,917.312
"133",85.53597,917.3252
"134",86.536964,917.3384
"135",87.01793,917.35156
"136",87.04967,917.36475
"137",86.73472,917.3779
"138",86.18295,917.3911
"139",85.506676,917.4043
"140",84.79622,917.4175
"141",84.12482,917.43066
"142",83.5169,917.44385
"143",82.9749,917.45703
"144",82.48417,917.4702
"145",82.04227,917.4834
"146",81.65652,917.4966
"147",81.34402,917.50977
"148",81.12428,917.52295
"149",81.004654,917.53613
"150",80.9778,917.5493
"151",81.00221,917.5625
"152",81.03639,917.5757
"153",81.03883,917.58887
"154",80.97536,917.60205
"155",80.831314,917.61523
"156",80.604256,917.6284
"157",80.308846,917.6416
"158",79.957275,917.6548
"159",79.57641,917.66797
"160",79.19798,917.68115
"161",78.836655,917.69434
"162",78.5095,917.7075
"163",78.23117,917.7207
"164",78.00412,917.7339
"165",77.82834,917.7471
"166",77.69405,917.76025
"167",77.591515,917.77344
"168",77.51339,917.7866
"169",77.44747,917.7998
"170",77.38888,917.813
"171",77.332726,917.8262
"172",77.281456,917.83936
"173",77.23262,917.85254
"174",77.18135,917.8657
"175",77.12764,917.8789
"176",77.069046,917.8921
"177",77.00557,917.9053
"178",76.93477,917.91846
"179",76.86153,917.93164
"180",76.7834,917.9448
"181",76.700386,917.958
"182",76.60761,917.9712
"183",76.50507,917.9844
"184",76.39521,917.99756
"185",76.27314,918.01074
"186",76.14618,918.0239
"187",76.02899,918.0371
"188",75.99481,918.0503
"189",76.17059,918.0635
"190",76.717476,918.07666
"191",77.730675,918.08984
"192",79.185776,918.103
"193",80.93141,918.1162
"194",82.720985,918.1294
"195",84.28596,918.1426
"196",85.43099,918.15576
"197",86.07797,918.16895
"198",86.258644,918.1821
"199",86.063324,918.1953
"200",85.59945,918.2085
"201",84.981766,918.2217
"202",84.31037,918.23486
"203",83.64629,918.24805
"204",83.04082,918.2612
"205",82.50126,918.2744
"206",82.01541,918.2876
"207",81.583275,918.3008
"208",81.214615,918.31396
"209",80.921646,918.32715
"210",80.723885,918.34033
"211",80.63111,918.3535
"212",80.63111,918.3667
"213",80.69459,918.3799
"214",80.780045,918.39307
"215",80.84596,918.40625
"216",80.86305,918.41943
"217",80.80934,918.4326
"218",80.67506,918.4458
"219",80.45777,918.459
"220",80.16968,918.47217
"221",79.83276,918.48535
"222",79.47387,918.49854
"223",79.11742,918.5117
"224",78.77806,918.5249
"225",78.47288,918.5381
"226",78.204315,918.5513
"227",77.977264,918.56445
"228",77.789276,918.57764
"229",77.64034,918.5908
"230",77.52804,918.604
"231",77.44747,918.6172
"232",77.3962,918.6304
"233",77.36446,918.64355
"234",77.35226,918.65674
"235",77.35226,918.6699
"236",77.35958,918.6831
"237",77.36446,918.6963
"238",77.36202,918.7095
"239",77.3547,918.72266
"240",77.33517,918.73584
"241",77.30099,918.749
"242",77.25948,918.7622
"243",77.20332,918.7754
"244",77.13008,918.7886
"245",77.03975,918.80176
"246",76.95186,918.81494
"247",76.88594,918.8281
"248",76.91524,918.8413
"249",77.16914,918.8545
"250",77.78195,918.8677
"251",78.819565,918.88086
"252",80.23804,918.89404
"253",81.883575,918.9072
"254",83.526665,918.9204
"255",84.92073,918.9336
"256",85.89487,918.9468
"257",86.400246,918.95996
"258",86.47593,918.97314
"259",86.204926,918.9863
"260",85.69222,918.9995
"261",85.04768,919.0127
"262",84.36164,919.0259
"263",83.69512,919.03906
"264",83.08476,919.05225
"265",82.530556,919.0654
"266",82.03494,919.0786
"267",81.600365,919.0918
"268",81.23903,919.105
"269",80.972916,919.11816
"270",80.82155,919.13135
"271",80.7776,919.14453
"272",80.82155,919.1577
"273",80.91188,919.1709
"274",80.99977,919.1841
"275",81.04372,919.19727
"276",81.0193,919.21045
"277",80.90456,919.22363
"278",80.69947,919.2368
"279",80.41871,919.25
"280",80.08179,919.2632
"281",79.71557,919.27637
"282",79.344475,919.28955
"283",78.98314,919.30273
"284",78.6511,919.3159
"285",78.35325,919.3291
"286",78.09689,919.3423
"287",77.88937,919.35547
"288",77.72335,919.36865
"289",77.5964,919.38184
"290",77.503624,919.395
"291",77.437706,919.4082
"292",77.39132,919.4214
"293",77.36202,919.4346
"294",77.34249,919.44775
"295",77.330284,919.46094
"296",77.32296,919.4741
"297",77.31808,919.4873
"298",77.30831,919.5005
"299",77.29366,919.5137
"300",77.264366,919.52686
"301",77.21797,919.54004
"302",77.14717,919.5532
"303",77.05684,919.5664
"304",76.95186,919.5796
"305",76.8542,919.5928
"306",76.79561,919.60596
"307",76.8542,919.61914
"308",77.16426,919.6323
"309",77.85275,919.6455
"310",78.975815,919.6587
"311",80.46754,919.6719
"312",82.159454,919.68506
"313",83.81232,919.69824
"314",85.189285,919.7114
"315",86.13168,919.7246
"316",86.60288,919.7378
"317",86.659035,919.751
"318",86.3856,919.76416
"319",85.88754,919.77734
"320",85.27474,919.7905
"321",84.63264,919.8037
"322",84.02716,919.8169
"323",83.48516,919.8301
"324",83.01396,919.84326
"325",82.59647,919.85645
"326",82.22049,919.8696
"327",81.87625,919.8828
"328",81.583275,919.896
"329",81.36355,919.9092
"330",81.22194,919.92236
"331",81.15114,919.93555
